ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,winner,player_of_the_match,Toss_winner,toss_chosen,Batsman,Bowler,runs,extra
5.6," Chahal to Suryakumar Yadav, FOUR, and finishes the powerplay with a boundary. The move to get Chahal in early hasn't worked for RCB as MI have injected momentum into their innings by taking him for runs. Dragged down short outside off, Suryakumar cuts it through the gap in the off-side ring ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Suryakumar Yadav, Chahal,4,0
5.5," Chahal to Suryakumar Yadav, no run, length ball drifting in on leg, quicker through the air, Suryakumar gets his front leg out and defends ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Suryakumar Yadav, Chahal,0,0
5.4," Chahal to Chris Lynn, 1 run, whips the googly uppishly through midwicket ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Chahal,1,0
5.3," Chahal to Chris Lynn, no run, darted in flat, back of a length just outside off, Lynn cuts but can't beat a diving backward point ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Chahal,0,0
5.2," Chahal to Chris Lynn, SIX, seems to have got hold of it. Just about. Dances down to get close to the pitch and swings down the ground. Bat face slightly turns but he's got enough meat to clear long-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Chahal,6,0
5.1," Chahal to Chris Lynn, no run, punches gently to cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Chahal,0,0
4.6," Jamieson to Suryakumar Yadav, no run, full outside off, driven to cover ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Suryakumar Yadav, Jamieson,0,0
4.5," Jamieson to Suryakumar Yadav, no run, full ball at the stumps, defended into the on-side ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Suryakumar Yadav, Jamieson,0,0
4.4," Jamieson to Chris Lynn, 1 run, seems like a slower ball just outside off, Lynn punches through to deep point ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Jamieson,1,0
4.3," Jamieson to Suryakumar Yadav, 1 run, whips it off the hip to deep backward square ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Suryakumar Yadav, Jamieson,1,0
4.2," Jamieson to Suryakumar Yadav, no run, defended down the wicket ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Suryakumar Yadav, Jamieson,0,0
4.1," Jamieson to Suryakumar Yadav, FOUR, this bloke continues to find timing straightaway, slow pitch or whatever. Poor delivery though. Back of a length on the pads, clipped away to the square leg boundary ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Suryakumar Yadav, Jamieson,4,0
3.6,"Chahal to Chris Lynn, out Rohit Run Out!! A mix-up out there, and Rohit's gone! Oh dear. He was really keen for the single, but from halfway down Lynn sends him back. It's too late. Slightly short ball just outside off, Lynn mistimes the cut in between two fielders at cover and cover-point. He takes a couple of steps initially, which really sets Rohit off. But then Lynn backs out. And with Kohli swooping onto the ball, there's no getting back. Massive blow. Will it weigh on Lynn now? Rohit run out (Kohli/Chahal) 19(15) [4s-1 6s-1]",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn,Chahal,out,out
3.5," Chahal to Rohit, 1 run, nudged into the on-side ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Chahal,1,0
3.4," Chahal to Rohit, SIX, oh this is delightful from Rohit. Flighted up from Chahal, and the footwork from the MI captain to get to the ball is what makes this shot. Dances down, just chips it through the line over mid-on and the timing is such that it's gone all the way ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Chahal,6,0
3.3," Chahal to Chris Lynn, 1 run, slow on middle, the leg-break this time and Lynn punches to long-off ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Chahal,1,0
3.2," Chahal to Chris Lynn, FOUR, doesn't pick the googly, but the inside edge saves him. Length ball turning in from off, Lynn clears the front leg to flat-bat it through the covers expecting it to go away. Eventually the ball takes a thick inside edge past leg stump ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Chahal,4,0
3.1," Chahal to Chris Lynn, no run, pushes it through flat on middle stump. It's a length ball that slides through and Lynn watches it cautiously in defence ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Chris Lynn, Chahal,0,0
2.6," Siraj to Rohit, 2 runs, back of a length on middle and leg, Rohit clips it through midwicket for two ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,2,0
2.5," Siraj to Rohit, FOUR, finally the first boundary. Goes through with the lofted drive off a length ball and just gets it over mid-off. Has managed to clear Jamieson there ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,4,0
2.4," Siraj to Rohit, no run, full ball slanting in on leg, Rohit tries clipping it away but it nips in off the seam and hits the front pad. Would've missed leg stump ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,0,0
2.3," Siraj to Rohit, no run, they're itching to break loose. But it's not coming off. Short of length, stays low and goes below Rohit's attempted pull. Goes on the bounce to the keeper diving across ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,0,0
2.2," Siraj to Rohit, no run, tries driving a length ball on the up but mistimes it to mid-on ",1st Inns,1st,Mumbai Indians,Royal Challengers Bangalore,"Mumbai Indians (Playing XI): Rohit Sharma(c), Chris Lynn, Suryakumar Yadav, Ishan Kishan(w), Hardik Pandya, Kieron Pollard, Krunal Pandya, Rahul Chahar, Marco Jansen, Trent Boult, Jasprit Bumrah","Royal Challengers Bangalore (Playing XI): Virat Kohli(c), Rajat Patidar, AB de Villiers(w), Glenn Maxwell, Daniel Christian, Washington Sundar, Kyle Jamieson, Harshal Patel, Mohammed Siraj, Shahbaz Ahmed, Yuzvendra Chahal",,,IPL,2021,"MA Chidambaram Stadium,Chennai","Apr 09,2021",Royal Challengers Bangalore have won the toss and have opted to field,Royal Challengers Bangalore won by 2 wkts,Harshal Patel,RCB,field,Rohit, Siraj,0,0
