ball,Commentary Text,innings,match_no,team_a,team_b,team_a_11,team_b_11,team_a_subs,team_b_subs,series,season,venue,date,toss,win,man_of_the_match,Toss_winner,toss_chosen,batting_team,bowling_team
4.2," Chahal to Kohli, 1 run, googly onto the pads, turned to square leg ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
4.1," Chahal to Kohli, no run, full just outside off, driven straight to extra cover ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
3.6," Zampa to du Plessis, no run, flighted up on off, du Plessis tried to cut it square but inside edges it. Could have easily dragged that one back onto the stumps, luckily for RCB he hasn't ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
3.5," Zampa to du Plessis, SIX, first time dragged short, du Plessis goes back and launches his pull over mid-wicket into the stands. The first time that the Aussie bowler erred and he's punished. T20 is a cruel game!! ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
3.4," Zampa to du Plessis, no run, quick on the boots, du Plessis' drive finds mid-on ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
3.3," Zampa to Kohli, 1 run, very full and quick on off, Kohli drives it to long-off ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
3.2," Zampa to du Plessis, 1 run, Zampa pushes it quick on the boots, du Plessis backs away to drive but only tamely towards mid-on ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
3.1," Zampa to du Plessis, FOUR, skiddy onto off, du Plessis cuts it square of the wicket. Beats the dive of the point fielder and runs away for four.. ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
2.6," Sandeep Sharma to du Plessis, 1 run, onto the pads, turned towards deep square once again. Superb over from Sandeep ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
2.6," Sandeep Sharma to du Plessis, wide, yorker length, just goes down the leg side ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
2.5," Sandeep Sharma to Kohli, 1 run, full and chases a backing away Kohli. Turned softly towards deep square and he wanted the second run but his skipper says no ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
2.4," Sandeep Sharma to Kohli, no run, slower delivery, Kohli waits and then taps it towards mid-wicket. Smart change of pace from Sandeep ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
2.3," Sandeep Sharma to du Plessis, 1 run, onto the pads, turned towards deep square leg ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
2.2," Sandeep Sharma to Kohli, 1 run, good length on off, Kohli dances out to punch towards extra cover. Quick single taken ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
2.1," Sandeep Sharma to Kohli, no run, full onto leg, Kohli gets a leading edge on the clip that falls to the left of the bowler - well to the left ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
1.6," Zampa to du Plessis, no run, darted onto middle and leg, unsettled du Plessis who had to go back and jam his bat down to block it in time ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
1.5," Zampa to du Plessis, no run, tossed up on off again, once again the drive picks out Jaiswal ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
1.4," Zampa to du Plessis, no run, tossed up on off, driven towards Jaiswal at extra cover ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
1.3," Zampa to Kohli, 1 run, googly with a tight line, Kohli goes back to tuck it to the right of mid-wicket ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
1.2," Zampa to du Plessis, 1 run, full toss, du Plessis wanted to slam it through covers but finds the fielder at extra cover. Just a single!! ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
1.1," Zampa to Kohli, 1 run, flat and straight, Kohli punches it towards covers who half stops. A bit of indecision in the running and Faf had to lunge in with the dive to get home. The throw from Jaiswal was a bit wayward as well ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
0.6," Sandeep Sharma to Kohli, 1 run, straighter line and length from Sandeep, clipped behind square to retain strike ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
0.5," Sandeep Sharma to Kohli, FOUR, first boundary!! First time that Sandeep errs with his line, back of length and wide. Kohli lashes onto it with a cut through point for a boundary ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
0.4," Sandeep Sharma to du Plessis, 1 run, full and nipping onto the pads, clipped towards deep square leg ",1st Inns,60t,Rajasthan Royals,Royal Challengers Bangalore,"Rajasthan Royals (Playing XI): Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Joe Root, Dhruv Jurel, Shimron Hetmyer, Ravichandran Ashwin, Adam Zampa, Sandeep Sharma, KM Asif, Yuzvendra Chahal","Royal Challengers Bangalore (Playing XI): Virat Kohli, Faf du Plessis(c), Anuj Rawat, Glenn Maxwell, Mahipal Lomror, Dinesh Karthik(w), Michael Bracewell, Wayne Parnell, Karn Sharma, Harshal Patel, Mohammed Siraj","Rajasthan Royals Subs: Devdutt Padikkal, Riyan Parag, Kuldip Yadav, Donavon Ferreira, Navdeep Saini","Royal Challengers Bangalore Subs: Vijaykumar Vyshak, Finn Allen, Shahbaz Ahmed, Himanshu Sharma, Suyash Prabhudessai",IPL,2023,"Sawai Mansingh Stadium,Jaipur","May 14,2023",Royal Challengers Bangalore have won the toss and have opted to bat,Royal Challengers Bangalore won by 112 runs,Wayne Parnell,RCB,bat,RCB,RR
